Year,City,YP_Section,Name,Address,Cuisine,
2016,Scarborough,Restaurants,island bakery & take-out,3260 eglinotn ave e,,
2016,Scarborough,Restaurants,island boyz,1921 eglinton av e,,
2016,Scarborough,Restaurants,island foods,1310 don mills,,
2016,Scarborough,Restaurants,island spice flava,365 pitfield,,
2016,Scarborough,Restaurants,island sunset caribbean lounge,1139 morningside ave,,
2016,Scarborough,Restaurants,isssmi japanese restaurant,1984 avenue rd,,
2016,Scarborough,Restaurants,itmae sushi,747 don mills,,
2016,Scarborough,Restaurants,it'z a wrap,129 jefferson ave,,
2016,Scarborough,Restaurants,j & f cafe,642 wilson av,,
2016,Scarborough,Restaurants,jjj jerk restaurant,1921 eglinton av e,,
2016,Scarborough,Restaurants,j p restaurant,270 coxwell ave,,
2016,Scarborough,Restaurants,jackpot pizza canada corp,85 ellesmere,,
2016,Scarborough,Restaurants,jack's restaurant,1197 birchmount rd,,
2016,Scarborough,Restaurants,jacobs & co steakhouse,12 brant,,
2016,Scarborough,Restaurants,jacques bistro du parc,126 cumberland,,
2016,Scarborough,Restaurants,jade bbq house,2950 birchmount,,
2016,Scarborough,Restaurants,jamaica house,2531 finch w,,
2016,Scarborough,Restaurants,jamaica jamaica jerk,2419 st clair av w,,
2016,Scarborough,Restaurants,jamaica way inc,614 trethewey dr,,
2016,Scarborough,Restaurants,james black bear pub,3276 danforth av,,
2016,Scarborough,Restaurants,janaki colombo caterers,2525 pharmacy aav,,
2016,Scarborough,Restaurants,janes bar & grill,1735 eglinton av w,,
2016,Scarborough,Restaurants,japango,2209 queen e,,
2016,Scarborough,Restaurants,jasming chinese food,2900 warden av,,
2016,Scarborough,Restaurants,jatujak thai street style food,1466 kingston rd,,
2016,Scarborough,Restaurants,jaba joes,9 burnhamthorpe cr,,
2016,Scarborough,Restaurants,jawny bakers restaurant,804 o'connor dr,,
2016,Scarborough,Restaurants,jc's banquets & grill house,1686 ellesmere rd,,
2016,Scarborough,Restaurants,jean's vegetarian kitchen,1262 danforth av,,
2016,Scarborough,Restaurants,jenif takeout,3480 lawrence e,,
2016,Scarborough,Restaurants,jenni place,1338 gerrard,,
2016,Scarborough,Restaurants,jepsuns juiceyburger,1900 eglinton,,
2016,Scarborough,Restaurants,jerk jerks seafood & grill,1366 weston rd,,
2016,Scarborough,Restaurants,jerk king restaurant,4457 kingston rd,,
2016,Scarborough,Restaurants,jerry's fish & chips,1190 kennedy,,
2016,Scarborough,Restaurants,jerusalem restaurant,955 eglinton w,,
2016,Scarborough,Restaurants,jesse jr,1060 kennedy,,
2016,Scarborough,Restaurants,jk kithcens,4 gilead pl,,
2016,Scarborough,Restaurants,joe & lin,2306 eglinton av e,,
2016,Scarborough,Restaurants,joeys don mills,15 o'neil rd,,
2016,Scarborough,Restaurants,john & sons fish & chip shop,1 balmoral av,,
2016,Scarborough,Restaurants,johnny's hamburgers,2595 victoria park,,
2016,Scarborough,Restaurants,join sushi,3490 kingston,,
2016,Scarborough,Restaurants,joker cafe,165 dufferin,,
2016,Scarborough,Restaurants,jolly II italian ristoriant,2625 weston,,
2016,Scarborough,Restaurants,jolly top ,288 wilson av,,
2016,Scarborough,Restaurants,jolly's fast food & donuts,2549 warden,,
2016,Scarborough,Restaurants,joso's,202 davenport,,
2016,Scarborough,Restaurants,joy fortune chinese cuisine,3452 victoria park,,
2016,Scarborough,Restaurants,julie's cuban restaurant,202 dovercourt,,
2016,Scarborough,Restaurants,jumbo burgers,runnymede,,
2016,Scarborough,Restaurants,jumbo hamburger,628 pharmacy,,
2016,Scarborough,Restaurants,just soups take out & catering,1143 morningside,,
2016,Scarborough,Restaurants,jc's taste buds,7 progress,,
2016,Scarborough,Restaurants,k-pop ,1101 finch w,,
2016,Scarborough,Restaurants,k&b sushi ,1184 the queensway,,
2016,Scarborough,Restaurants,k o burger,788 broadview,,
2016,Scarborough,Restaurants,ka wor yue bbq,3290 midland av,,
2016,Scarborough,Restaurants,kabuki sushi lounge,1090 don mills,,
2016,Scarborough,Restaurants,kabul kabob and shawarma,30 eglinton w,ethnic,
2016,Scarborough,Restaurants,kabul tehran restaurant,747 don mills,,
2016,Scarborough,Restaurants,kamasutra restaurant,1522 bayview,indian,
2016,Scarborough,Restaurants,kanga restaurant,1179 victoria park av,,
2016,Scarborough,Restaurants,kapit bahay,4218 lawrence av e,,
2016,Scarborough,Restaurants,kapital sports bar,1480 st clair av w,,
2016,Scarborough,Restaurants,karachi kabab house,264 markham rd,pakistani,
2016,Scarborough,Restaurants,karahi point,2642 islington av,south asian,
2016,Scarborough,Restaurants,karaikudi chettinad south indian restaurant,1225 kennedy,indian,
2016,Scarborough,Restaurants,karam & harsh inc,208 queens quay w,south asian,
2016,Scarborough,Restaurants,karbouzi,2048 avenue,,
2016,Scarborough,Restaurants,kashmir curry & biryani house,1530 albion,indian,
2016,Scarborough,Restaurants,katsu sushi,572 danforth av,,
2016,Scarborough,Restaurants,kebab pizza inc,2371 weston,ethnic,
2016,Scarborough,Restaurants,keg restaurants ltd,60 estate dr,,
2016,Scarborough,Restaurants,khan baba,400 eastern,ethnic,
2016,Scarborough,Restaurants,khmer thai restaurant,1018 st clair av w,,
2016,Scarborough,Restaurants,kieu nhi restaurant,4002 sheppard e,,
2016,Scarborough,Restaurants,kilkor food corp ltd,2650 lawrence ave e,,
2016,Scarborough,Restaurants,kim kim reaurant,1188 kennedy rd,,
2016,Scarborough,Restaurants,kim po vietnamese cuisine,58 redlea,,
2016,Scarborough,Restaurants,kimling chinese restaurant,2713 lawrence av e,,
2016,Scarborough,Restaurants,kimono japanese grill sushi,359 eglinton av w,,
2016,Scarborough,Restaurants,king falafel,875 eglinton av w,,
2016,Scarborough,Restaurants,king georges arms,2501 victoria park,,
2016,Scarborough,Restaurants,king of babylon inc,900 albion,,
2016,Scarborough,Restaurants,king station pub,4528 kingston rd,,
2016,Scarborough,Restaurants,king tasty bbq,354 broadview,,
2016,Scarborough,Restaurants,kingfisher fine indian cuisisne,606 dixon,indian,
2016,Scarborough,Restaurants,kings bbq chicken restaurant,573 rogrs rd,,
2016,Scarborough,Restaurants,king's garden shushii and wok,3103 kingston rd,,
2016,Scarborough,Restaurants,kingston chinese restaurant,955 kingston rd,,
2016,Scarborough,Restaurants,kingyo toronto,51 winchester st,,
2016,Scarborough,Restaurants,kinlion holdings inc,2863 ellesmere rd,,
2016,Scarborough,Restaurants,kitchen,1967 avenue rd,,
2016,Scarborough,Restaurants,kitchen king,20 nugget,,
2016,Scarborough,Restaurants,kiva's bagel bakery,1027 steeles w,,
2016,Scarborough,Restaurants,kiva's bagel bakery & restaurant,15 st clair av,,
2016,Scarborough,Restaurants,kiyomizu restaurant,41 spring garden,,
2016,Scarborough,Restaurants,kobo japanese restaurant,512 kingston rd,,
2016,Scarborough,Restaurants,koja restaurant,120 atlantic av,,
2016,Scarborough,Restaurants,kokame japanese rest,362 wilson av,,
2016,Scarborough,Restaurants,koko share bar,81 yorkville av,,
2016,Scarborough,Restaurants,korean barbecue restaurant ltd,3280 midland,,
2016,Scarborough,Restaurants,kori japanese resturant,3307 bayview,,
2016,Scarborough,Restaurants,kortsopon Toronto,630 danforth av,,
2016,Scarborough,Restaurants,koryo and bibim,5865 leslie,,
2016,Scarborough,Restaurants,koryo korean barbeque,300 borough dr,,
2016,Scarborough,Restaurants,kos restaurant,61 bellevue av,,
2016,Scarborough,Restaurants,koshi japan,1700 wilson ave,,
2016,Scarborough,Restaurants,kovalsky restaurant,667 the queensway,,
2016,Scarborough,Restaurants,koya japan,300 borough dr,,
2016,Scarborough,Restaurants,kwality restaurant,1423 gerrard,,
2016,Scarborough,Restaurants,l g restaurant & bake,630 wilson,,
2016,Scarborough,Restaurants,la bruschetta restaurant,1317 st clair w,,
2016,Scarborough,Restaurants,lav vien vieatnamese rest,2270 markham,,
2016,Scarborough,Restaurants,la dolce vita res,105 parkway forest dr,,
2016,Scarborough,Restaurants,lahore chaat paan,1244 gerrard st e,pakistani,
2016,Scarborough,Restaurants,lahore tikka,1365 gerrard st e,pakistani,
2016,Scarborough,Restaurants,lahori taste,2131 lawrence e,pakistani,
2016,Scarborough,Restaurants,lai doh restaurant,4675 steeles av e,,
2016,Scarborough,Restaurants,lakay caribbean restaurant,613 kennedy rd,,
2016,Scarborough,Restaurants,lalibela ethiopian restaurant,1202 danforth,,
2016,Scarborough,Restaurants,la mere restaurant,3278 midland,,
2016,Scarborough,Restaurants,landmark restaurant,1839 eglinton av w,,
2016,Scarborough,Restaurants,landmark seafood cuisine,3601 victoria park,,
2016,Scarborough,Restaurants,lara's restaurant ,155 consumers,,
2016,Scarborough,Restaurants,la risata,2777 steeles w,,
2016,Scarborough,Restaurants,la rosa chilena restaurant,760 wilson av,,
2016,Scarborough,Restaurants,larry mendoza,9 milvan dr,,
2016,Scarborough,Restaurants,las fronteras restaurant,2300 finch w,,
2016,Scarborough,Restaurants,la sani grill,2058 ellesmere,,
2016,Scarborough,Restaurants,latin fiesta,1002 st clair av w,,
2016,Scarborough,Restaurants,la traviata restaurant,852 wilson av,,
2016,Scarborough,Restaurants,l'avenue bistro,1568 bayview,,
2016,Scarborough,Restaurants,lavrador bb1,2188 eglinton w,,
2016,Scarborough,Restaurants,lawrence park restaurant,2011 lawrence w,,
2016,Scarborough,Restaurants,le cafe michi,1802 pharmacy av,,
2016,Scarborough,Restaurants,le golden host restaurant,1183 bimley,,
2016,Scarborough,Restaurants,lemongrass restaurant,1630 bayview,,
2016,Scarborough,Restaurants,lemongrass restaurant,847 albion,,
2016,Scarborough,Restaurants,le montmarte french restaurant,911 sheppard av w,,
2016,Scarborough,Restaurants,leonard's restaurant,220 laird dr,,
2016,Scarborough,Restaurants,le papillon on the park,1001 eastern av,,
2016,Scarborough,Restaurants,lhl seafood restaurant,4438 sheppard e,,
2016,Scarborough,Restaurants,liba's bar & grill inc,448 brown's line,,
2016,Scarborough,Restaurants,liberty noodle,171 east libery,,
2016,Scarborough,Restaurants,licken chicken,25 overlea,,
2016,Scarborough,Restaurants,licken chicken,,,
2016,Scarborough,Restaurants,lick's homeburgers & ice cream,4543 kingston,,
2016,Scarborough,Restaurants,lika restaurant & bar,820 brown's line,,
2016,Scarborough,Restaurants,lily garden rest,361 wilson ,,
2016,Scarborough,Restaurants,lime asian cuisine,170 eglinton av e,,
2016,Scarborough,Restaurants,lin garden rest,1806 pharmacy av,,
2016,Scarborough,Restaurants,lin hui-jun,248 boulton av,,
2016,Scarborough,Restaurants,linda modern thai restaurant,11 karl fraser,,
2016,Scarborough,Restaurants,lingan cream house,6055 steeles av e,,
2016,Scarborough,Restaurants,links restaurant,900 warden av,,
2016,Scarborough,Restaurants,little bavaria german restaura,3222 eglinton av e,,
2016,Scarborough,Restaurants,little coxwell vietnamese and thai cuisine,986 coxwell av,,
2016,Scarborough,Restaurants,little river inc,1004 kingston,,
2016,Scarborough,Restaurants,lobster house,5005 steeles e,,
2016,Scarborough,Restaurants,lobster king seafood restaurant,4911 steeles e,,
2016,Scarborough,Restaurants,lola,40 kensington,,
2016,Scarborough,Restaurants,lolita's lust-chinchilla lounge,513 danforth av,,
2016,Scarborough,Restaurants,lone star texas grill,930 dixon rd,,
2016,Scarborough,Restaurants,long&fresh entreprises international,210 silver star,,
2016,Scarborough,Restaurants,longest yard restaurant the,535 mount pleasant,,
2016,Scarborough,Restaurants,lotus vegetarian restaurant,3838 midland av,,
2016,Scarborough,Restaurants,lou dawgs souther sandwiches,76 gerrard e,,
2016,Scarborough,Restaurants,louisiana kristy's chicken,2573 victoria park av,,
2016,Scarborough,Restaurants,lua azul bar & grill,252 lansdowne av,,
2016,Scarborough,Restaurants,lucky lin's restaurant inc,226 markham rd,,
2016,Scarborough,Restaurants,luckys restaurant,750 oakdale,,
2016,Scarborough,Restaurants,lucy coffee shop,201 consumers,,
2016,Scarborough,Restaurants,luna vafe,181 dovercourt rd,,
2016,Scarborough,Restaurants,lunch bucket inc,4069 chesswood dr,,
2016,Scarborough,Restaurants,lung tung bbq food,4227 sheppard e,,
2016,Scarborough,Restaurants,l'unita restaurant,134 avenue rd,,
2016,Scarborough,Restaurants,lv rotisserie ,141 jefferson av,,
2016,Scarborough,Restaurants,lychee bay cuisine ,471 steeles e,,
2016,Scarborough,Restaurants,m s caribbean fast food,28 nelson st,,
2016,Scarborough,Restaurants,macdonald craig,3276 st clair e,,
2016,Scarborough,Restaurants,macdonal restaurant,2260 markham rd,,
2016,Scarborough,Restaurants,macsushi,300 borough dr,,
2016,Scarborough,Restaurants,mac sushi,900 dufferin,,
2016,Scarborough,Restaurants,mac sushi,1800 sheppard e,,
2016,Scarborough,Restaurants,mad dog cafe,817 gerrard e,,
2016,Scarborough,Restaurants,made in china hot pot restaurants,3280 midland,,
2016,Scarborough,Restaurants,mad in japan,900 dufferin,,
2016,Scarborough,Restaurants,made in japan teriyaki,2061 steeles w,,
2016,Scarborough,Restaurants,made in japan teriyaki ,1900 eglinton av e,,
2016,Scarborough,Restaurants,made in japan teriyaki experience,1 william kitchen rd,,
2016,Scarborough,Restaurants,maditerra,133 richmond w,,
2016,Scarborough,Restaurants,madras centenial cafe,885 progress ave,ethnic,
2016,Scarborough,Restaurants,madras dosa hut,1123 albion,south asian,
2016,Scarborough,Restaurants,madras durbar restaurant ltd,1386 gerrard e,ethnic,
2016,Scarborough,Restaurants,magic noodles corp,2190 mcnicoll,,
2016,Scarborough,Restaurants,magic oven,798 danforth av,,
2016,Scarborough,Restaurants,magic oven,270 dupont,,
2016,Scarborough,Restaurants,magic oven,127 jefferson,,
2016,Scarborough,Restaurants,mahar restaurants sweets,1410 gerrard st e,,
2016,Scarborough,Restaurants,mainsha caribbean restaurant,2950 birchmount rd,,
2016,Scarborough,Restaurants,mainsha restaurant,3285 dufferin,ethnic,
2016,Scarborough,Restaurants,mainsha restaurant,1561 eglinton av w,ethnic,
2016,Scarborough,Restaurants,majestic chicken rotisserie & grill,118 mission rd,,
2016,Scarborough,Restaurants,maki sushi,45 wicksteed,,
2016,Scarborough,Restaurants,makkah restaurant,1020 danforth ,,
2016,Scarborough,Restaurants,malado restaurant,2437 finch av w,,
2016,Scarborough,Restaurants,malaysian masala,1001 sandhurst cir,,
2016,Scarborough,Restaurants,maloney's tavern,117 ellesmere,,
2016,Scarborough,Restaurants,malvern cafe,1333 neilson rd,,
2016,Scarborough,Restaurants,mama b's pizza,268 lippincott st,,
2016,Scarborough,Restaurants,mama's authentic caribbean restaurant ontario corp,2 romar cr,,
2016,Scarborough,Restaurants,mama's boys burgers,480 danforth rd,,
2016,Scarborough,Restaurants,mama's falafel,1060 kennedy rd,,
2016,Scarborough,Restaurants,mami's philippine cuisine,4438 sheppard av e,,
2016,Scarborough,Restaurants,mamma martino's pasta and pizzeria restaurant,624 the queensway,,
2016,Scarborough,Restaurants,mamma's panino,621 dixon rd,,
2016,Scarborough,Restaurants,manchu wok,300 borough dr,,
2016,Scarborough,Restaurants,manchu wok,118 eglinton sq,,
2016,Scarborough,Restaurants,mandalay restaurant,3478 lawrence av e,,
2016,Scarborough,Restaurants,manoharan corporation,60 weston,,
2016,Scarborough,Restaurants,manpasand indian cuisine,735 middlefield,indian,
2016,Scarborough,Restaurants,marcello's pizzeria,1163 st clair av w,,
2016,Scarborough,Restaurants,marcus garvey bar & grill,614 trethewey dr,,
2016,Scarborough,Restaurants,mardi gras banquet hall,777 warden av,,
2016,Scarborough,Restaurants,marinho sports bar,1808 st clair av w,,
2016,Scarborough,Restaurants,markham station restaurant,5117 sheppard ave e,,
2016,Scarborough,Restaurants,markland restaurant and pub,666 burnhamthorpe rd,,
2016,Scarborough,Restaurants,marron bistro,984 eglinton av w,,
2016,Scarborough,Restaurants,marvellous edibles office,124 laird dr,,
2016,Scarborough,Restaurants,mary brown's chicken,3199 dufferin st,,
2016,Scarborough,Restaurants,mary's place,20 bermondsey,,
2016,Scarborough,Restaurants,masala bites,827 albion,south asian,
2016,Scarborough,Restaurants,mashawi golden girl,6230 finch w,,
2016,Scarborough,Restaurants,mastros restaurant,89- wilson,,
2016,Scarborough,Restaurants,matsuda japanese cuisine,1300 don mills,,
2016,Scarborough,Restaurants,matsuda japanese cuisine,5651 steeles e,,
2016,Scarborough,Restaurants,max cafe bar & grill,1515 birchmount,,
2016,Scarborough,Restaurants,maya,918 wilson av,,
2016,Scarborough,Restaurants,mayday malones pub rest,1078 bathurst,,
2016,Scarborough,Restaurants,mayettes fine foods,3331 danforth av,,
2016,Scarborough,Restaurants,mazda bakery inc,1010 danforth av,,
2016,Scarborough,Restaurants,mb rylander inc,6714 kingston,,
2016,Scarborough,Restaurants,mcCowan fish & chips,623 mccowna,,
2016,Scarborough,Restaurants,mcgradies tap and grill,2167 victoria park av,,
2016,Scarborough,Restaurants,mcgugans pub,1068 gerrard e,,
2016,Scarborough,Restaurants,mcsorley's bar & grill,1544 bayview av,,
2016,Scarborough,Restaurants,meals made in heels,3547 st clair ave e,,
2016,Scarborough,Restaurants,meda lounge,1397 danforth,,
2016,Scarborough,Restaurants,meet restaurant,2567 st clair w,,
2016,Scarborough,Restaurants,mega wraps,200 elizabeth,,
2016,Scarborough,Restaurants,megas restaurant,402 danforth av,,
2016,Scarborough,Restaurants,mekong river,5468 dundas w,,
2016,Scarborough,Restaurants,melanie's bistro & patisserie,1870 danforth,,
2016,Scarborough,Restaurants,memories of japan,900 odn mills rd,,
2016,Scarborough,Restaurants,menchie's st clair west,518 st clair av w,,
2016,Scarborough,Restaurants,mengrai gourmet thai,82 ontario,,
2016,Scarborough,Restaurants,meskerem restaurant,1333 danforth av,,
2016,Scarborough,Restaurants,messini authentic gyros,445 danforth av,,
2016,Scarborough,Restaurants,meta dos leitoes,218 geary av,,
2016,Scarborough,Restaurants,mi mi restaurant,688 gerrard,,
2016,Scarborough,Restaurants,michele's ristorante,5503 elginton w,,
2016,Scarborough,Restaurants,midland court restaurant,3380 midland av,,
2016,Scarborough,Restaurants,midland pizza & wings,1051 midland av,,
2016,Scarborough,Restaurants,mihalis place dining,791 broadview av,,
2016,Scarborough,Restaurants,mike's liberty grill,153 liberty st,,
2016,Scarborough,Restaurants,milagro restau & cantina inc,5 mercer,,
2016,Scarborough,Restaurants,milestons,646 dixon rd,,
2016,Scarborough,Restaurants,milestones,3401 dufferin,,
2016,Scarborough,Restaurants,milestones,1001 the queensway,,
2016,Scarborough,Restaurants,milestones grill & bar,300 borough dr,,
2016,Scarborough,Restaurants,millennium restaurant and bar,1067 midland av,,
2016,Scarborough,Restaurants,milliken bar & restaurant,1662 eglinton av w,,
2016,Scarborough,Restaurants,mingg's noodle cafe,3447 kennedy rd,,
2016,Scarborough,Restaurants,mirra's spaghetti house & tavern,3157 dufferin,,
2016,Scarborough,Restaurants,mister yummy ,2340 dudnas w,,
2016,Scarborough,Restaurants,mistura restaurant,265 davenport rd,,
2016,Scarborough,Restaurants,mitzi's cafe,100 sorauren,,
2016,Scarborough,Restaurants,miyako sushi,572 marlee av,,
2016,Scarborough,Restaurants,mizuki sushi,3555 don mills rd,,
2016,Scarborough,Restaurants,mj's bbq & suya ,618 trethewey dr,,
2016,Scarborough,Restaurants,moga pizza,982 albion rd,,
2016,Scarborough,Restaurants,mogette bistro,581 mount pleasant rd,,
2016,Scarborough,Restaurants,mohammed-fahmi mehdi,4901 steeles w,ethnic,
2016,Scarborough,Restaurants,moldova restaurants,5000 dufferin,,
2016,Scarborough,Restaurants,moms n paps,1173 victoria park,,
2016,Scarborough,Restaurants,monas roti,4810 sheppard av e,,
2016,Scarborough,Restaurants,mong kut thai,471 danforth ave,,
2016,Scarborough,Restaurants,montana's ,41 milner ave,,
2016,Scarborough,Restaurants,montana's ,1007 the queensway,,
2016,Scarborough,Restaurants,montana's ,65 skyway ave,,
2016,Scarborough,Restaurants,montana's ,2011 steeles ave w,,
2016,Scarborough,Restaurants,montego jerk restaur,1 york gate bl,,
2016,Scarborough,Restaurants,moon light,1162 danforth ave,,
2016,Scarborough,Restaurants,moonlight chinese food,2871 kingston rd,,
2016,Scarborough,Restaurants,moose & barrel the,16 lebovic,,
2016,Scarborough,Restaurants,morgans on the danforth,1282 danforth ave,,
2016,Scarborough,Restaurants,morning star,310 geary,,
2016,Scarborough,Restaurants,moroco I Inc,99 yorkbille,,
2016,Scarborough,Restaurants,Mother's dumplings,804 danforth ave,,
2016,Scarborough,Restaurants,motimahal restaurant,1422 gerrard e,south asian,
2016,Scarborough,Restaurants,motorma restaurant,862 danforth av,,
2016,Scarborough,Restaurants,mount everest the,611 kingston rd w,indian,
2016,Scarborough,Restaurants,mount sinai mediterranean cuisine,182 brown's line,,
2016,Scarborough,Restaurants,moxie's grill & bar,300 borough dr,,
2016,Scarborough,Restaurants,moxie's grill & bar,1800 sheppard ave e,,
2016,Scarborough,Restaurants,moxie's grill & bar,3401 dufferin,,
2016,Scarborough,Restaurants,mr burgers,5745 finch av e,,
2016,Scarborough,Restaurants,mr greek express,855 milner,,
2016,Scarborough,Restaurants,mr greek express,6015 steeles e,,
2016,Scarborough,Restaurants,mr greek express,861 york mills,,
2016,Scarborough,Restaurants,mr greek express,526 danforht,,
2016,Scarborough,Restaurants,mr greek express,221 carlington dr,,
2016,Scarborough,Restaurants,mr greek express,1000 finch w,,
2016,Scarborough,Restaurants,mr greek express,25 woodbine downs,,
2016,Scarborough,Restaurants,mr greek express,18 lebovic,,
2016,Scarborough,Restaurants,mr greek express,1166 morningside,,
2016,Scarborough,Restaurants,mr sovlaki,250 the east mall,,
2016,Scarborough,Restaurants,mr sovlaki,20 york mills,,
2016,Scarborough,Restaurants,mr tasty,80 nasdene,,
2016,Scarborough,Restaurants,mrakovic meat & deli,44 wellesworth dr,,
2016,Scarborough,Restaurants,mt everst restaurant,804 eglinotn av e,indian,
2016,Scarborough,Restaurants,mtr,11 thora,,
2016,Scarborough,Restaurants,mucho burrito,1780 markham,,
2016,Scarborough,Restaurants,mulan chinese cuisine,747 don mills,,
2016,Scarborough,Restaurants,munchaway foodz,2210 dundas w,,
2016,Scarborough,Restaurants,mutual street deli,107 mutual,,
2016,Scarborough,Restaurants,my tahi kithcen 2,552 mount pleasant,,
2016,Scarborough,Restaurants,mystic restaurant i&i bar,2570 eglinton e,,
2016,Scarborough,Restaurants,naan & kabob,1801 lawrence av e,ethnic,
2016,Scarborough,Restaurants,naijaa restaurant,789 arrow,,
2016,Scarborough,Restaurants,nama sushi,750 st clair av w,,
2016,Scarborough,Restaurants,nandos canada,150 north queen,,
2016,Scarborough,Restaurants,nando's flame grill chicken,939 eglinton av e,,
2016,Scarborough,Restaurants,nasib's,1867 lawrence av e,ethnic,
2016,Scarborough,Restaurants,national restaurant,1000 finch w,,
2016,Scarborough,Restaurants,neon coffee shop,706 danforth av,,
2016,Scarborough,Restaurants,neraida club,95 danforth av,,
2016,Scarborough,Restaurants,new acor restaurant,932 dundas w,,
2016,Scarborough,Restaurants,new afgoi restaurant,5 bethridge,,
2016,Scarborough,Restaurants,new banadir restaurant,2007 lawrence,,
2016,Scarborough,Restaurants,new casa abril rest inc,475 oakwood av,,
2016,Scarborough,Restaurants,new hopper hut,880 ellesmere,,
2016,Scarborough,Restaurants,new karens paradise rest & bar,2743 danforth av,,
2016,Scarborough,Restaurants,new korea rest,5661 steeles e,,
2016,Scarborough,Restaurants,new orleans seafood & steakhouse,267 scarlett,,
2016,Scarborough,Restaurants,new roti supreme rest,1055 midland,,
2016,Scarborough,Restaurants,new spiceland,6065 steeles e,,
2016,Scarborough,Restaurants,new sun bbq rest,3833 midland,,
2016,Scarborough,Restaurants,new taste chinese food,3850 sheppard e,,
2016,Scarborough,Restaurants,new thai rest,81 st vlair av,,
2016,Scarborough,Restaurants,new town family rest ltd,266 coxwell av,,
2016,Scarborough,Restaurants,new york cafe,757 broadview av,,
2016,Scarborough,Restaurants,new york classic grill ,248 eglinton w,,
2016,Scarborough,Restaurants,new york fries,stc,,
2016,Scarborough,Restaurants,new york stead & burger,2461 st clair w,,
2016,Scarborough,Restaurants,nguyen huong vietnamese sandwiches,1625 wilson,,
2016,Scarborough,Restaurants,ni ji sushi,1095 ellesmere,,
2016,Scarborough,Restaurants,niceys takeout,54 morecambe gate,,
2016,Scarborough,Restaurants,ninh kieu,825 runnymede,,
2016,Scarborough,Restaurants,nirala sweets and restaurant,2818 markham,ethnic,
2016,Scarborough,Restaurants,noceri's meet'n eat,182 brown's line,,
2016,Scarborough,Restaurants,non solo caffe,1248 st clair,,
2016,Scarborough,Restaurants,noodle king chinese food,3240 dufferin,,
2016,Scarborough,Restaurants,noodle station,2347 kennedy,,
2016,Scarborough,Restaurants,north of bombay inc,2996 dudnas w,indian,
2016,Scarborough,Restaurants,north ville inc,4186 finch e,,
2016,Scarborough,Restaurants,not just dim sum,19 finch av w,,
2016,Scarborough,Restaurants,nova and a churrasquibira and bakery,20157 dufferin,,
2016,Scarborough,Restaurants,nun such jerk inc,1180 kennedy rd,,
2016,Scarborough,Restaurants,o sun momiji japanese resta,3555  kingston,,
2016,Scarborough,Restaurants,o'brien pj and the city pub,29 colborne,,
2016,Scarborough,Restaurants,occasions rest,30 eastwood rd,,
2016,Scarborough,Restaurants,ocean grill rest,2442 dufferin,,
2016,Scarborough,Restaurants,ocean sushi,1010 eglinton av w,,
2016,Scarborough,Restaurants,off the hook fish & chips,749 broadview,,
2016,Scarborough,Restaurants,o'grady's restaurant,518 church,,
2016,Scarborough,Restaurants,oh original hotdogs,120 lynn williams,,
2016,Scarborough,Restaurants,okonomi house rest,23 charles w,,
2016,Scarborough,Restaurants,old neighbor rest,25 glen watford dr,,
2016,Scarborough,Restaurants,oliver & bonacini cafe grill,2901 bayview av,,
2016,Scarborough,Restaurants,omg rest & lounge,4033 gordon baker,,
2016,Scarborough,Restaurants,omonia shishkabob,426 danforth,ethnic,
2016,Scarborough,Restaurants,on the go munchies,913 alness,,
2016,Scarborough,Restaurants,one restaurant,116 yorkville,,
2016,Scarborough,Restaurants,1645545 ont inc,747 don mills,,
2016,Scarborough,Restaurants,one stop rest,603 oakwood,,
2016,Scarborough,Restaurants,ontario catering club,601 milner av,,
2016,Scarborough,Restaurants,opa souvlaki,10 dundas e,,
2016,Scarborough,Restaurants,opera bobs public house,1112 dudnas w,,
2016,Scarborough,Restaurants,opus rest,37 prince arthur av,,
2016,Scarborough,Restaurants,orchid garden deli & grill,3850 sheppard av e,,
2016,Scarborough,Restaurants,organic big burger,602 brown's ,,
2016,Scarborough,Restaurants,oriental city,2539 eglinton w,,
2016,Scarborough,Restaurants,original congee,5661 steeles av e,,
2016,Scarborough,Restaurants,original's ,1660 bayview,,
2016,Scarborough,Restaurants,osteria ceceri e tria,106 victoria,,
2016,Scarborough,Restaurants,our nat's 36,stoffel dr,,
2016,Scarborough,Restaurants,ouzeri rest,500 danforth av,,
2016,Scarborough,Restaurants,owl of minerva,4186 finch e,,
2016,Scarborough,Restaurants,oxland rest,4227 sheppard e,,
2016,Scarborough,Restaurants,p & m rest,1946 weston,,
2016,Scarborough,Restaurants,pacino panino,4801 steeles av w,,
2016,Scarborough,Restaurants,paddock tavern,178 bathurst,,
2016,Scarborough,Restaurants,paisanos,116 willowdale av,,
2016,Scarborough,Restaurants,pak tandoori kitchen,2503 finch av w,pakistani,
2016,Scarborough,Restaurants,pan am's joint,790 military trl,,
2016,Scarborough,Restaurants,pan mediterranean,516 danforth av,,
2016,Scarborough,Restaurants,panagio's breakfast,1928 mccowan,,
2016,Scarborough,Restaurants,panini pit ltd,52 carrier dr,,
2016,Scarborough,Restaurants,panino cappuccino,3218 weston rd,,
2016,Scarborough,Restaurants,pantheon rest,407 danforth av,,
2016,Scarborough,Restaurants,papinos,569 st calir w,,
2016,Scarborough,Restaurants,pappas grill,440 danforth,,
