Year,City,YP_Section,Name,Address,Cuisine,
2016,Scarborough,Restaurants,aztecs mine ,1986 bloor st w,,
2016,Scarborough,Restaurants,b good,100 front st e,,
2016,Scarborough,Restaurants,baan thai restaurant,2961 dudnas w,,
2016,Scarborough,Restaurants,baba ganoush sawarma,1150 sheppard w,,
2016,Scarborough,Restaurants,babos donerpoint,2216 eglinton av w,,
2016,Scarborough,Restaurants,babur restaurant,273 queen w,,
2016,Scarborough,Restaurants,bac ky veitnamese,567 king,,
2016,Scarborough,Restaurants,bacaro italian eatery,200 wellingotn st,,
2016,Scarborough,Restaurants,bacchus roti,1376 queen w,,
2016,Scarborough,Restaurants,back to the garden cafe,2535 dundas w,,
2016,Scarborough,Restaurants,bacon nation,170 spadian,,
2016,Scarborough,Restaurants,bagel mix cafe,112 atlantic ave toronto,,
2016,Scarborough,Restaurants,bagel shop,199 bay,,
2016,Scarborough,Restaurants,bagel stop,55 bloor,,
2016,Scarborough,Restaurants,bagel stop,121 king,,
2016,Scarborough,Restaurants,bairrada churrasqueira,1002 college,,
2016,Scarborough,Restaurants,bairrada churrasqueira,1560 dundas w,,
2016,Scarborough,Restaurants,bairrada churrasqueira,2293 st clair,,
2016,Scarborough,Restaurants,baitul maqadus halal pizza,2584 danforth ave,,
2016,Scarborough,Restaurants,baldev paan & cold drink house,1399 gerrard st,,
2016,Scarborough,Restaurants,baldini restaurant,1012 queen e,,
2016,Scarborough,Restaurants,bamboo buddha,752 king w,,
2016,Scarborough,Restaurants,bamboo cafe chinese restaurant,494 danforth av,,
2016,Scarborough,Restaurants,bamiyan kabob,754 gordon baker,,
2016,Scarborough,Restaurants,bamiyan kabob,4205 keele,,
2016,Scarborough,Restaurants,bamiyan kabob,62 overlea,,
2016,Scarborough,Restaurants,banaboia restaurant,501 rogers rd,,
2016,Scarborough,Restaurants,bangali sweet house,3300 McNicoll,Bangladeshi,
2016,Scarborough,Restaurants,bangali sweets house,2501 finch av w,Bangladeshi,
2016,Scarborough,Restaurants,bangkok paradise restaurant ,494 queen w,,
2016,Scarborough,Restaurants,banjara indian cuisine,164 eglinton e,indian,
2016,Scarborough,Restaurants,banknote bar,663 king,,
2016,Scarborough,Restaurants,banu,777 queen w,,
2016,Scarborough,Restaurants,banu foods wines and spirits,771 dundas w,,
2016,Scarborough,Restaurants,bar burrito,1000 gerrard e,,
2016,Scarborough,Restaurants,bar burrito ,544 yonge,,
2016,Scarborough,Restaurants,bar centrale di terroni,1095 yonge st,,
2016,Scarborough,Restaurants,bar italia,582 college,,
2016,Scarborough,Restaurants,bar mercurio,260 bloor w,,
2016,Scarborough,Restaurants,bar plus,360 yonge,,
2016,Scarborough,Restaurants,bar vespa,167 east libery,,
2016,Scarborough,Restaurants,Barberian's Steak House,7 Elm,,
2016,Scarborough,Restaurants,barburrito,4918 yonge,,
2016,Scarborough,Restaurants,bardi's steak house,56 york,,
2016,Scarborough,Restaurants,bareburger,111 dundas st,,
2016,Scarborough,Restaurants,barn restrnt,598 queen w,,
2016,Scarborough,Restaurants,barnsteiner's,1 balmoral av,,
2016,Scarborough,Restaurants,barque smoke house,299 roncesvalles,,
2016,Scarborough,Restaurants,barrio fiesta,2215 steeles w,,
2016,Scarborough,Restaurants,basil thai kitchen,2326 danforth av,,
2016,Scarborough,Restaurants,batifole restaurant,744 gerrard,,
2016,Scarborough,Restaurants,baton rouge,520 progress av,,
2016,Scarborough,Restaurants,battered fish,224 queen w,,
2016,Scarborough,Restaurants,bazar asian cuisine,188 ossington ave,ethnic,
2016,Scarborough,Restaurants,be thai restaurant,150 avenue rd,,
2016,Scarborough,Restaurants,beach side grill,1922 queen e,,
2016,Scarborough,Restaurants,beacher cafe,2162 queen w,,
2016,Scarborough,Restaurants,beaconsfield,1154 queen w,,
2016,Scarborough,Restaurants,beast restaurant,96 tecumseth,,
2016,Scarborough,Restaurants,beech grove grill & bar,670 coronation,,
2016,Scarborough,Restaurants,beef noodle restaurant,4271 Sheppard Av E,,
2016,Scarborough,Restaurants,beer station,549 bloor w,,
2016,Scarborough,Restaurants,beirut shisha cafe,1585 warden,,
2016,Scarborough,Restaurants,beiruti gourmet inc,155 consumers,,
2016,Scarborough,Restaurants,belfast inn,2256 kingston,,
2016,Scarborough,Restaurants,bellamy pizza restaurant & bar,200 bellamy rd,,
2016,Scarborough,Restaurants,ben & izzy's deli,2513 bathurst,,
2016,Scarborough,Restaurants,Bendale Restaurant,3264 lawrence av e,,
2016,Scarborough,Restaurants,Bento Box Japanese Fast Food,1571 sandhurst cir,,
2016,Scarborough,Restaurants,bento tei,399 bathurst,,
2016,Scarborough,Restaurants,bert n urne's,5555 dundas w,,
2016,Scarborough,Restaurants,best choice restaurant,250 alton towers cir,,
2016,Scarborough,Restaurants,best kabab & kahai,232 markham,south asian,
2016,Scarborough,Restaurants,bi bim bap,950 eglinton av w,,
2016,Scarborough,Restaurants,bicol express,85 ellesmere,,
2016,Scarborough,Restaurants,big boys burgers,2851 kingston,,
2016,Scarborough,Restaurants,big fat burrito,112 dundas st w,,
2016,Scarborough,Restaurants,big moe's burgers,1961 lawrence ave e,,
2016,Scarborough,Restaurants,big sushi,388 bloor st w,,
2016,Scarborough,Restaurants,bigger restaurant,2424 st calir w,,
2016,Scarborough,Restaurants,billy akbar mohsen souvlaki,748 dovercourt rd,,
2016,Scarborough,Restaurants,bindia indian bistro,16 market,indian,
2016,Scarborough,Restaurants,biryani hut,6055 steeles e,south aisan,
2016,Scarborough,Restaurants,bishop and belcher ,175 bloor e,,
2016,Scarborough,Restaurants,bismillah halal pizza & chicken,3160 eglinton e,,
2016,Scarborough,Restaurants,bistro five61,561 avenue,,
2016,Scarborough,Restaurants,bistro grande ,1000 eglinton,,
2016,Scarborough,Restaurants,bistro manila,4455 sheppard e,,
2016,Scarborough,Restaurants,black bear pub,1125 o'connor dr,,
2016,Scarborough,Restaurants,black eagle club & restaurant,7733 lakeshore e,,
2016,Scarborough,Restaurants,Black Forest Steak House & Tavern,2624 Eglinton E,,
2016,Scarborough,Restaurants,black ox bistro,1780 markham rd,,
2016,Scarborough,Restaurants,blackhorn steakhouse,251 ellesmere rd,,
2016,Scarborough,Restaurants,blu ristorante,17 yorkville ac,,
2016,Scarborough,Restaurants,blue lagoon,2532 eglinton av e,,
2016,Scarborough,Restaurants,blue nile,1260 danforth av,,
2016,Scarborough,Restaurants,blue nile,1757 eglinton w,,
2016,Scarborough,Restaurants,blue nile restaurant,1260 danforth av,,
2016,Scarborough,Restaurants,blue sky restaurant & bar,1701 martin grove,,
2016,Scarborough,Restaurants,blue water curry & roti restaurant,1646 victoria park,ethnic,
2016,Scarborough,Restaurants,boba restaurant,90 avenue rd,,
2016,Scarborough,Restaurants,bocca on baldwin,26 baldwin,,
2016,Scarborough,Restaurants,boccocini ,96 gerrard e,,
2016,Scarborough,Restaurants,bodega restaurant,30 baldwin,,
2016,Scarborough,Restaurants,boggi,2584 danforth,,
2016,Scarborough,Restaurants,bombay on the lake,3007 lake shore bl w,indian,
2016,Scarborough,Restaurants,bong lua vietnamese restaurant,2572 birchmount,,
2016,Scarborough,Restaurants,bonita restaurant,2153 weston rd,,
2016,Scarborough,Restaurants,boo radleys junction bar n grill,1482 dupont,,
2016,Scarborough,Restaurants,boom tea minc,1036 st clair ave w,,
2016,Scarborough,Restaurants,borough,1352 danforth av,,
2016,Scarborough,Restaurants,borsalino dining lounge,4505 sheppard e,,
2016,Scarborough,Restaurants,boston spicy & bbq restaurant,70 chuancey,,
2016,Scarborough,Restaurants,boston steak house,4443 sheppard e,,
2016,Scarborough,Restaurants,bourbon st grill,1 eglinton sq,,
2016,Scarborough,Restaurants,bourbon st grill,1800 sehppard av e,,
2016,Scarborough,Restaurants,bourbon st grill,300 borough dr,,
2016,Scarborough,Restaurants,brar sweets & restaurant,2646 islington,south asian,
2016,Scarborough,Restaurants,brasilerissimo,1209 dundas w,,
2016,Scarborough,Restaurants,brass taps pizza pub,495 danforth av,,
2016,Scarborough,Restaurants,bread and bowl,2 murray,,
2016,Scarborough,Restaurants,bread and butter,507 mount pleasanat,,
2016,Scarborough,Restaurants,bread and greens,102 danforth av,,
2016,Scarborough,Restaurants,brunchworks,928 st clair av w,,
2016,Scarborough,Restaurants,bubba's grill,979 coxwell av,,
2016,Scarborough,Restaurants,buddha's vegetarian foods,666 dundas w,,
2016,Scarborough,Restaurants,bumpkins restaurant,21 gloucester,,
2016,Scarborough,Restaurants,buonanotte,19 mercer,,
2016,Scarborough,Restaurants,burger boy,106 humer college,,
2016,Scarborough,Restaurants,busters pantry,591 markham st,,
2016,Scarborough,Restaurants,cafe aioli,2446 kingston rd,,
2016,Scarborough,Restaurants,cafe d-taj,3342 danforth,south asian,
2016,Scarborough,Restaurants,cafe delly mark,895 don mills,,
2016,Scarborough,Restaurants,cafe de nice,668 silver starblvd,,
2016,Scarborough,Restaurants,cafe fiorentina,236 danforth ave,,
2016,Scarborough,Restaurants,cafe maxims,676 finch av e,,
2016,Scarborough,Restaurants,cafe nervosa,75 yorkville,,
2016,Scarborough,Restaurants,cafe nouvelle,5353 dundas w,,
2016,Scarborough,Restaurants,cofe on the go,701 warden,,
2016,Scarborough,Restaurants,cafe pho nho,2060 dundas w,,
2016,Scarborough,Restaurants,cafe plenty,250 dundas w,,
2016,Scarborough,Restaurants,cafe regional bar & grill,1330 dundas w,,
2016,Scarborough,Restaurants,cafe sinai & restaurant,1801 lawrence e,,
2016,Scarborough,Restaurants,cafe supreme,25 dockside dr,,
2016,Scarborough,Restaurants,cafe sympatico,666 burnhamthorpe rd,,
2016,Scarborough,Restaurants,caffe bacio,95 cumberland st,,
2016,Scarborough,Restaurants,caffe demetre,188 eglinton av e,,
2016,Scarborough,Restaurants,caffe furbo,55 mill,,
2016,Scarborough,Restaurants,cake town cafe,2039 danforth,,
2016,Scarborough,Restaurants,caledonia burger bar,682 caledonia,,
2016,Scarborough,Restaurants,california roll,1634 bayciew,,
2016,Scarborough,Restaurants,california sandwiches,244 claremont,,
2016,Scarborough,Restaurants,calilfornia sandwiches,3703 chesswood dr,,
2016,Scarborough,Restaurants,california sandiwches,800 warden,,
2016,Scarborough,Restaurants,california sushi,1238 st cliar av w,,
2016,Scarborough,Restaurants,california thai,22 dundas e,,
2016,Scarborough,Restaurants,calypso and jive burgers,2030 ellesmere,,
2016,Scarborough,Restaurants,calypso palace,750 oakdale,,
2016,Scarborough,Restaurants,camarra's pizzeria risorante,2899 dufferin,,
2016,Scarborough,Restaurants,camino bistro,2750 danforth av,,
2016,Scarborough,Restaurants,can cey restaurant,2817 eglinton av e,,
2016,Scarborough,Restaurants,cantannede o bairradino,662 landowne,,
2016,Scarborough,Restaurants,cantine bar & grill,138 avenue,,
2016,Scarborough,Restaurants,canton kitchen,633 silver star,,
2016,Scarborough,Restaurants,canyon creek,430 progress,,
2016,Scarborough,Restaurants,canyon creek,25 carlson crt,,
2016,Scarborough,Restaurants,capers on location,793 pharmacy av,,
2016,Scarborough,Restaurants,carens wine & cheese bar,158 cumberland,,
2016,Scarborough,Restaurants,caribbean corner,1989 fince w,,
2016,Scarborough,Restaurants,caribbean cuisine delights,1700 wilson,,
2016,Scarborough,Restaurants,caribbean heat family resaurant,1300 finch w,,
2016,Scarborough,Restaurants,caribbean ocean restaurant,2480 eglinton,,
2016,Scarborough,Restaurants,caribbean palms,747 don mills rd,,
2016,Scarborough,Restaurants,caribbean sunshine,937 danforth av,,
2016,Scarborough,Restaurants,caribbean wave ltd,875 milner av,,
2016,Scarborough,Restaurants,carmen's dining club inc,26 alexander,,
2016,Scarborough,Restaurants,carribean breeze,388 royal york  rd,,
2016,Scarborough,Restaurants,carribean cuisine delight,1 york gate bl,,
2016,Scarborough,Restaurants,casa imperian fine chinese cuisine,4125 steeles av e,,
2016,Scarborough,Restaurants,casa manila,879 york mills,,
2016,Scarborough,Restaurants,casa sushi,269 danforth av,,
2016,Scarborough,Restaurants,cascais sports bar & grill,1728 eglinton w,,
2016,Scarborough,Restaurants,caspi resaurant,2727 steeles w,,
2016,Scarborough,Restaurants,catch resaurant,744 st clair av,,
2016,Scarborough,Restaurants,cecilia cafe,23 glen watford dr,,
2016,Scarborough,Restaurants,central bar & grill,2007 lawrence w,,
2016,Scarborough,Restaurants,ceylon flavor,3341 markham rd,,
2016,Scarborough,Restaurants,cha cha cha,11 duncan,,
2016,Scarborough,Restaurants,chacho's ,234 merton,,
2016,Scarborough,Restaurants,chako midland,2190 mcnicoll,,
2016,Scarborough,Restaurants,chandni chowk restaurant,1426 gerrard st e,indian,
2016,Scarborough,Restaurants,cappa corner cafe,1340 st calir,,
2016,Scarborough,Restaurants,charcoal kebab house,3256 lawrence ave e ,ethnic,
2016,Scarborough,Restaurants,charley's caribbean cuisine,1158 morningside,,
2016,Scarborough,Restaurants,charlie green,18 four seasons pl,,
2016,Scarborough,Restaurants,charlie's gallery,112 harbord,,
2016,Scarborough,Restaurants,chats jerk restaurant,3537 st clair e,,
2016,Scarborough,Restaurants,cheers karoke and bar,3550 victoria park,,
2016,Scarborough,Restaurants,chef geroge,1523 birchmount,,
2016,Scarborough,Restaurants,chef of india,30 eglinton,indian,
2016,Scarborough,Restaurants,chef's catering,501 passmore av,,
2016,Scarborough,Restaurants,cherry street restaurant,275 cherry,,
2016,Scarborough,Restaurants,chester fried chicken,45 overlea,,
2016,Scarborough,Restaurants,chick-n-joy,4449 kingston rd ,,
2016,Scarborough,Restaurants,chicken king,4188 finch e,,
2016,Scarborough,Restaurants,chicknburger restaurant,2203 kingston,,
2016,Scarborough,Restaurants,china cottage,5985 steeles e,,
2016,Scarborough,Restaurants,china cottage,80 ellesmere,,
2016,Scarborough,Restaurants,china court express,554 sheppard av w,,
2016,Scarborough,Restaurants,china island,1572 loor w,,
2016,Scarborough,Restaurants,china occean,1077 cloor w,,
2016,Scarborough,Restaurants,chinese feast,4830 sheppard e,,
2016,Scarborough,Restaurants,chiu chow boy ,3261 kennedy rd,,
2016,Scarborough,Restaurants,cho cho cho,863 st clair av w,,
2016,Scarborough,Restaurants,chop steakhouse & bar,801 dixon rd,,
2016,Scarborough,Restaurants,chopsticks food,3300 danforth av,,
2016,Scarborough,Restaurants,chopsticks house,1780 markham ,,
2016,Scarborough,Restaurants,chopsticks szechehan,1163 ellesmere rd,,
2016,Scarborough,Restaurants,chowon korean restaurant,17 drewry,,
2016,Scarborough,Restaurants,chris jerk caribban bistro,2570 birchmount,,
2016,Scarborough,Restaurants,christina's on the danforth,492 danforth av,,
2016,Scarborough,Restaurants,chuan hsing barbecue,633 silver star,,
2016,Scarborough,Restaurants,chung moi chinese rest,2412 eglinton ave e,,23
2016,Scarborough,Restaurants,crown prince fine dining & banquet,3600 victoria park,ethnic,
2016,Scarborough,Restaurants,curry and roti,415 royal york rd,ethnic,
2016,Scarborough,Restaurants,desi taste,204 markham rd,south asian,
2016,Scarborough,Restaurants,desi village,4207 keele st,south asian,
2016,Scarborough,Restaurants,dilbag singh,1401 gerrard e,indian,
2016,Scarborough,Restaurants,dim sum house,633 silver star,not south asian,
2016,Scarborough,Restaurants,dinah e cafe,124 eglinton w,,
2016,Scarborough,Restaurants,donlands restaurant,417 donlands,,
2016,Scarborough,Restaurants,dosa darbar,1150 albion,south asian,
2016,Scarborough,Restaurants,downsview restaurant,28865 keele,,
2016,Scarborough,Restaurants,dragon house restaurant,243 sheppard av e,,
2016,Scarborough,Restaurants,druxy's famous deli sandwiches,1 concorde gate,,
2016,Scarborough,Restaurants,duke of york,39 prince arthur av,,
2016,Scarborough,Restaurants,dumpling restaurant,4385 sheppard av e,,
2016,Scarborough,Restaurants,eagles nest golf club,2235 sheppard av e,,
2016,Scarborough,Restaurants,east side marios,12 lebovic,,
2016,Scarborough,Restaurants,east side mario's,2171 steeles w,,
2016,Scarborough,Restaurants,eastern xpress cafe,3551 sheppard av e,ethnic,
2016,Scarborough,Restaurants,edie's place bar & cafe,2100 danforth,,
2016,Scarborough,Restaurants,eduardas bbq & poltery,1546 dupont,,
2016,Scarborough,Restaurants,el sabil restaurant,2860 lawrene e,,
2016,Scarborough,Restaurants,embassy restaurant,5210 fince e,,
2016,Scarborough,Restaurants,esquire great eastern,2579 vicotira park av,ethnic,
2016,Scarborough,Restaurants,esquire restaurant,2581 victoria park av,,
2016,Scarborough,Restaurants,etob restaurant,379 albion,,
2016,Scarborough,Restaurants,eva's bar and restaurant,2628 danforth av,,
2016,Scarborough,Restaurants,excellent cafe,3850 finch e,,
2016,Scarborough,Restaurants,euro-sports bar & cafe,,,
2016,Scarborough,Restaurants,excellent cafe,3850 fince e,,
2016,Scarborough,Restaurants,executive catering,45 st clair av,,
2016,Scarborough,Restaurants,exotic tandoori restaurant,11 charles,south asian,
2016,Scarborough,Restaurants,fairview seafood restaurant,5103 sheppard e,,
2016,Scarborough,Restaurants,extreme pita the,4952 dufferin,,
2016,Scarborough,Restaurants,fabric work shop,2950 kennedy,,
2016,Scarborough,Restaurants,f'amelia restaurant,12 amelia,,
2016,Scarborough,Restaurants,family restaurant wok & fortune,2900 eglinton,,
2016,Scarborough,Restaurants,family shawarma & falafel,3121 sheppard av e,,
2016,Scarborough,Restaurants,famous indian cuisine,1437 gerrard e,indian,
2016,Scarborough,Restaurants,famous tikka and kabab,1871 o'connor dr,south asian,
2016,Scarborough,Restaurants,famous wok,45 overlea,,
2016,Scarborough,Restaurants,fantasy eatery comp,3320 midland av,,
2016,Scarborough,Restaurants,fares cafe,120 atlantic av,,
2016,Scarborough,Restaurants,feng mao bbq restaurant,4035 gordon baker,,
2016,Scarborough,Restaurants,feroor bar cafe,769 st clair av w,,
2016,Scarborough,Restaurants,fieramosca trattoria,36 prince arthur av,,
2016,Scarborough,Restaurants,filet of sole  restaurant,11 duncan,,
2016,Scarborough,Restaurants,fish joy,1179 brimley,,
2016,Scarborough,Restaurants,fisherman villa,25 glen watford dr,,
2016,Scarborough,Restaurants,fisherman lobster clubhouse restaurant,680 silver star,,
2016,Scarborough,Restaurants,five star sports bar & grill,2118 bridletown cir,,
2016,Scarborough,Restaurants,flag shop the,5000 dufferin,,
2016,Scarborough,Restaurants,fleming star restaurant,4801 steeles av w,,
2016,Scarborough,Restaurants,flipper's fish house,2300 lawrence ave e,,
2016,Scarborough,Restaurants,florentia,579 mounth pleasant rd,,
2016,Scarborough,Restaurants,florida restaurant,2527 eglinotn ave w,,
2016,Scarborough,Restaurants,fok yuan seafood rest,3833 midland ave,,
2016,Scarborough,Restaurants,formosa,1921 eglinton av e,,
2016,Scarborough,Restaurants,fortune house restaurant,2598 birchmount,,
2016,Scarborough,Restaurants,fortune stone express,355 bamburgh cir,,
2016,Scarborough,Restaurants,four c,1758 lawrence av e,,
2016,Scarborough,Restaurants,four s's bar and grill,685 kennedy,,
2016,Scarborough,Restaurants,fox and fiddle ,535 danforth,,
2016,Scarborough,Restaurants,fox and fiddle ,1085 st clair av w,,
2016,Scarborough,Restaurants,fox & fiddle,1285 finch w,,
2016,Scarborough,Restaurants,franki boys sports bar & grill,1752 victoria park,,
2016,Scarborough,Restaurants,fratelli pizzeria,2714 st clair av e,,
2016,Scarborough,Restaurants,fredrick's restaurant,1920 ellesmere rd,,
2016,Scarborough,Restaurants,fresh ginger,32 eglinotn av w,,
2016,Scarborough,Restaurants,friendly thai the,961 eglinton av w,,
2016,Scarborough,Restaurants,friendship restaurant,2912 sheppard av e,,
2016,Scarborough,Restaurants,fruit jungle bubble tea,8 glen watford,,
2016,Scarborough,Restaurants,full house chinese cuisine,4188 finch av,,
2016,Scarborough,Restaurants,fusion restaurant lodge,805 brimley,,
2016,Scarborough,Restaurants,gabbys on the danforth,729 danforth av,,
2016,Scarborough,Restaurants,gabby's restaurant,383 eglinton ave e,,
2016,Scarborough,Restaurants,gabby's restaurant,980 kingston,,
2016,Scarborough,Restaurants,gareeb nawaz,1071 danforth ,pakistani,
2016,Scarborough,Restaurants,gem bar & grill the,1159 davenport,,
2016,Scarborough,Restaurants,genghis khan mongolian grill,900 don mills,,
2016,Scarborough,Restaurants,genji sushi,2899 steeles,,
2016,Scarborough,Restaurants,george's bar & restaurant,2300 finch av w,,
2016,Scarborough,Restaurants,georgy progys,1448 lawrence av,,
2016,Scarborough,Restaurants,gerry's fast foods,724 st clair w,,
2016,Scarborough,Restaurants,gilaneh,900 york mills,,
2016,Scarborough,Restaurants,ginko japanese restaurant,655 dixon rd,,
2016,Scarborough,Restaurants,ginza sushi restaurant,652 finch e,,
2016,Scarborough,Restaurants,giorgio d restaurant,4377 steeles w,,
2016,Scarborough,Restaurants,glamour sports bar,1474 st clair,,
2016,Scarborough,Restaurants,glow fresh grill & wine bar,7 marie labette,,
2016,Scarborough,Restaurants,go for tea,3700 midland,,
2016,Scarborough,Restaurants,gold ribbon bakery cafe & take-out,3477 kennedy,,
2016,Scarborough,Restaurants,golden bbq,633 silver star bl,,
2016,Scarborough,Restaurants,golden chopstick,271 old kingston,,
2016,Scarborough,Restaurants,golden dragon,2524 keele,,
2016,Scarborough,Restaurants,golden family restaurant,2428 islington,,
2016,Scarborough,Restaurants,golden griddle,180 eglinton av e,,
2016,Scarborough,Restaurants,golden griddle restuarant,146 laird dr,,
2016,Scarborough,Restaurants,golden jade restaurant,4500 sheppard e,,
2016,Scarborough,Restaurants,golden joy hakka restaurant,900 albion,,
2016,Scarborough,Restaurants,golden light buffet,3560 victoria pakr,,
2016,Scarborough,Restaurants,golden lucky restaurant,5532 lawreence ave,,
2016,Scarborough,Restaurants,golden pizza,2360 danforth,,
2016,Scarborough,Restaurants,golden river malaysian cuisine,3280 midland,,
2016,Scarborough,Restaurants,golden spoon restaurant,5650 sheppard ave e,,
2016,Scarborough,Restaurants,golden star,3434 weston,,
2016,Scarborough,Restaurants,golden wok chinese restaurant,94 halsey,,
2016,Scarborough,Restaurants,gonoe sushi,1310 don mills rd,,
2016,Scarborough,Restaurants,gonzo's,977 o'connor dr,,
2016,Scarborough,Restaurants,good deal super buffet,1221 markham rd,,
2016,Scarborough,Restaurants,good fortune corporation,3290 midland av,,
2016,Scarborough,Restaurants,good luck chinese restaurant,2432 eglinton,,
2016,Scarborough,Restaurants,good press,87 yorkville,,
2016,Scarborough,Restaurants,gossip restaurant,50 prince edward island,,
2016,Scarborough,Restaurants,gourmet garden restaurant,4465 sheppard av e,,
2016,Scarborough,Restaurants,gourmet malaysia,4466 sheppard e,,
2016,Scarborough,Restaurants,gourmet schitzel house,2286 kingston,,
2016,Scarborough,Restaurants,gramps & elaine roti place ,3095 eglinton e,,
2016,Scarborough,Restaurants,grand chinese cuisine,655 dixon rd,,
2016,Scarborough,Restaurants,grand slam dominican food,9 milvan dr,,
2016,Scarborough,Restaurants,great fountain fast food,8 glen watford,,
2016,Scarborough,Restaurants,greece restaurant corporation,643 mount pleasant,,
2016,Scarborough,Restaurants,greek gourmet,1554 avenue rd,,
2016,Scarborough,Restaurants,green bamboo restaurant,4219 sheppard av e,,
2016,Scarborough,Restaurants,green eggplant restaurant,1968 queen e,,
2016,Scarborough,Restaurants,green garden kitchen,2267 islinton,,
2016,Scarborough,Restaurants,green lady thai chinese,1176 danforht,,
2016,Scarborough,Restaurants,green and sprouts,1371 neilson rd,,
2016,Scarborough,Restaurants,greenwood smoke house bbq,673 danforth,,
2016,Scarborough,Restaurants,grill it up,1800 sheppard av,,
2016,Scarborough,Restaurants,groucho's gourmet burgers,994 eglintonw,,
2016,Scarborough,Restaurants,growler the,134 peter,,
2016,Scarborough,Restaurants,gunjranwana tikka house,1455 gerrard e,south asian,
2016,Scarborough,Restaurants,gusto cafe,4906 dundas w,,
2016,Scarborough,Restaurants,haaretz,328 dupont,,
2016,Scarborough,Restaurants,habiba home of the middle eastern cuisine,30 weston,,
2016,Scarborough,Restaurants,hakka garden chinese restaurant,25 overlea,,
2016,Scarborough,Restaurants,hakka legend asian cuisine,789 warden av,,
2016,Scarborough,Restaurants,hakka no 1 restaurant,682 kennedy,,
2016,Scarborough,Restaurants,hakka no. 1 restaurant,4545 kingston ,,
2016,Scarborough,Restaurants,hakotel restaurant,1045 steeles w,,
2016,Scarborough,Restaurants,halal pizza time & restaurant,561 markham,ethnic,
2016,Scarborough,Restaurants,halal restaurant,1330 gerrard,ethnic,
2016,Scarborough,Restaurants,hamburgers john anderson,2832 victoria park,,
2016,Scarborough,Restaurants,hanging gardens restaurant,1889 albion,,
2016,Scarborough,Restaurants,happy panda buffet,2692 eglinotn ave e,,
2016,Scarborough,Restaurants,happy wok foot service,2301 brimley rd,,
2016,Scarborough,Restaurants,happyland pub & fastfood,1347 danforth,,
2016,Scarborough,Restaurants,happyland restaurant pub & caf,2302 eglinton av e,,
2016,Scarborough,Restaurants,happy's bar & grill,498 horner,,
2016,Scarborough,Restaurants,happy barney's bar & dinin,3855 lawrence av e,,
2016,Scarborough,Restaurants,harbour fish & chips,3034 don mills,,
2016,Scarborough,Restaurants,harbour king restaurant,2344 danforth,,
2016,Scarborough,Restaurants,harry's drive in,2280 lawrence av e,,
2016,Scarborough,Restaurants,hashimoto restaurant,6 garamound crt,,
2016,Scarborough,Restaurants,hazels diner,936 eglinton ave w,,
2016,Scarborough,Restaurants,hazels diner,523 mount pleasant rd,,
2016,Scarborough,Restaurants,heaven's grill,424 wilson av,,
2016,Scarborough,Restaurants,hellenik grill,6 fairlawn,,
2016,Scarborough,Restaurants,hemingway's restaurant,142 cumberland,,
2016,Scarborough,Restaurants,hickory house restaurant,440 mcnicoll av,,
2016,Scarborough,Restaurants,hirut cafe and restaurant,2050 danforth,,
2016,Scarborough,Restaurants,ho-lee chow,2204 danforth,,
2016,Scarborough,Restaurants,hokkai ya,395 bamburgh cir,,
2016,Scarborough,Restaurants,hokkaido sushi,245 eglinton e,,
2016,Scarborough,Restaurants,honey8 hives restaurant,2816 markham,,
2016,Scarborough,Restaurants,hong da ltd,1145 bellamy rd n,,
2016,Scarborough,Restaurants,hong kong gourmet,460 renforth,,
2016,Scarborough,Restaurants,hoops sports bar,125 bremner bl,,
2016,Scarborough,Restaurants,host fine indian cuisine ,14 prince arthur ave,indian,
2016,Scarborough,Restaurants,hot wok,7 progress av,,
2016,Scarborough,Restaurants,house te salad,24 roy's sq,,
2016,Scarborough,Restaurants,hth restaurant,3700 midland av,,
2016,Scarborough,Restaurants,hunan style restaurant,633 silver star,,
2016,Scarborough,Restaurants,hung long restaurant,1122 wilson av,,
2016,Scarborough,Restaurants,hungary thai,196 augusta av,,
2016,Scarborough,Restaurants,ichiban fish house,15 spring gardens,,
2016,Scarborough,Restaurants,ikki sushi japanese and cuisine,2328 kingston,,
2016,Scarborough,Restaurants,il fornello restaurant,576 danforth av,,
2016,Scarborough,Restaurants,il fornello restaurants,112 isabella,,
2016,Scarborough,Restaurants,il mulino,1060 eglinton w,,
2016,Scarborough,Restaurants,imbiss restaurant,258 eglinton e,,
2016,Scarborough,Restaurants,imogines carribean restaurant,773 warden,,
2016,Scarborough,Restaurants,imperial buffer,24 lebovic,,
2016,Scarborough,Restaurants,imperiale nel cuore,2925 dufferin,,
2016,Scarborough,Restaurants,incheon house,8 glen watford dr,,
2016,Scarborough,Restaurants,indars roti and doubles,1152 albion rd,ethnic,
2016,Scarborough,Restaurants,india 360,2761 markham,indian,
2016,Scarborough,Restaurants,indian delight fine cuisine,2683 lawrence e,indian,
2016,Scarborough,Restaurants,indian kithcen king & puja hut,1062 albion,indian,
2016,Scarborough,Restaurants,invictus restaurant and bar,1331 st clair av w,,
2016,Scarborough,Restaurants,iqbal kebab sweet centre,105 parkway forest dr,ethnic,
2016,Scarborough,Restaurants,iqbal kebab sweet centre,2 throncliffe park dr,ethnic,
2016,Scarborough,Restaurants,irish shebeen,5555 eglinton w,,
