Year,City,YP_Section,Name,Address,Cuisine
2016,Markham,restaurants,captain george fish & chips,5505 main,
2016,Markham,restaurants,carmelina rest,7501 woodbine av,
2016,Markham,restaurants,casa victoria fine dining,8601 warden av,
2016,Markham,restaurants,catering at the pickle barrel,markville mall,
2016,Markham,restaurants,century palace chinese rest,398 ferrier,
2016,Markham,restaurants,chak's eastern inc,4350 steeles e,
2016,Markham,restaurants,chatime,4300 steeles av e,
2016,Markham,restaurants,chuahan's catering,7370 woodbine,
2016,Markham,restaurants,chuahan's fine indian cuisine,2800 14th av,indian
2016,Markham,restaurants,chef wong's,3235 hwy 7,
2016,Markham,restaurants,chef's table the,4372 steeles e,
2016,Markham,restaurants,china garden,6281 main st,
2016,Markham,restaurants,chinafu kitchen,7700 markham rd,
2016,Markham,restaurants,chong's noodles,8360 kennedy rd,
2016,Markham,restaurants,christina's rest & deli,625 cochrane dr,
2016,Markham,restaurants,chung king garden rest,4394 steeles e,
2016,Markham,restaurants,chunky chicken,6001 14th av,
2016,Markham,restaurants,city hollywood cafe,4372 steeles e,
2016,Markham,restaurants,classic greek,18 ringwood dr,
2016,Markham,restaurants,club yolo,7270 woodbine,
2016,Markham,restaurants,congee wong,8390 kennedy rd,
2016,Markham,restaurants,cora breakfast & lunch,3760 hwy 7,
2016,Markham,restaurants,cora breakfast & lunch,9275 markham rd,
2016,Markham,restaurants,corner house on main,6403 main st,
2016,Markham,restaurants,coulourful yunnan inc,8362 kennedy rd,
2016,Markham,restaurants,country stop burgers,15101 hwy 48,
2016,Markham,restaurants,cravins rest,7270 woodbine av,
2016,Markham,restaurants,cucina locale,4471 highway 7 e,
2016,Markham,restaurants,dairy queen,7708 kennedy rd,
2016,Markham,restaurants,daisuki sushi,9275 highway 48,
2016,Markham,restaurants,danny's fish & chips,4721 highway 7 e,
2016,Markham,restaurants,day and night firewood steakhouse,2 fenton rd,
2016,Markham,restaurants,desserts plus,8611 weston,
2016,Markham,restaurants,diamond banquet hall,3225 hwy 7 e,
2016,Markham,restaurants,diana's oyster bay and grill markham,7501 woodcine,
2016,Markham,restaurants,ding tai fung shanghai din sum,3235 hwy 7,
2016,Markham,restaurants,double h courier,185 riviera dr,
2016,Markham,restaurants,double lucky seafood cuisine,5051 highwy 7 e ,
2016,Markham,restaurants,dragon legend inc,25 lanark rd,
2016,Markham,restaurants,druxy's famous deli sandwiches rest,2833 16th,
2016,Markham,restaurants,druxy's inc,1490 denison,
2016,Markham,restaurants,eat with fun roast rest inc,8392 kennedy rd,
2016,Markham,restaurants,eggs 4 life,72 copper creek dr,
2016,Markham,restaurants,elegance chinese rest & banquet,20 gibson dr,
2016,Markham,restaurants,elegant chines cuisine,5328 highway 7 e,
2016,Markham,restaurants,extra bbq house,3255 hwy 7 e,
2016,Markham,restaurants,extreme pita ,5000 hwy 7 e,
2016,Markham,restaurants,faoulous sea food rest,7220 kennedy rd,
2016,Markham,restaurants,famous pizza,6899 14th av,
2016,Markham,restaurants,famous sams rest,12275 woodbine av,
2016,Markham,restaurants,fancy chinese cuisine,7750 kennedy rd,
2016,Markham,restaurants,fancy chinese cuisine,7750 kennedy rd,
2016,Markham,restaurants,federick rest,160 new delhi dr,
2016,Markham,restaurants,fickle pickle,6302 main,
2016,Markham,restaurants,fire fly seafood,3229 hwy 7 e,
2016,Markham,restaurants,fishman wharf seafood,4080 steeles d,
2016,Markham,restaurants,five guys burgers & fries,3987 hwy 7 e,
2016,Markham,restaurants,folco's stone rest,7010 warden av,
2016,Markham,restaurants,frankie's tomatoes,7225 woodbine,
2016,Markham,restaurants,fresh everyday,30 south unionville,
2016,Markham,restaurants,friend's house rest inc,6545 hwy 7 e,
2016,Markham,restaurants,funky /munky cafe,9275 markham rd,
2016,Markham,restaurants,fusion sushi rest,142 main,
2016,Markham,restaurants,ganesha take out,411 manhattan dr,south asian
2016,Markham,restaurants,gasa rest,50 new delhi dr,
2016,Markham,restaurants,george's tastee patties & take-out,9590 mccowan,
2016,Markham,restaurants,glorious chinese cuisine,1661 denison st ,
2016,Markham,restaurants,go for tea,179 enterprise,
2016,Markham,restaurants,gold mark chinese cuisine,7501 woodbine,
2016,Markham,restaurants,golden chinese rest,7750 kennedy rd,
2016,Markham,restaurants,golden duke chinese cuisine,5284 hwy 7 e,
2016,Markham,restaurants,golden horse rest,4580 hwy 7 e,
2016,Markham,restaurants,golden jade rest inc,820 denison,
2016,Markham,restaurants,golden prince seafood,4855 14th ave,
2016,Markham,restaurants,good eat chinese rest,6294 main,
2016,Markham,restaurants,good and new chinese cuisine,4500 steeles e,
2016,Markham,restaurants,goodtatste casserole rice,8392 kennedy rd,
2016,Markham,restaurants,graceful vegetarian rest ltd,4296 steeles av e,
2016,Markham,restaurants,grand lakes chinese cuisine,8362 kennedy rd,
2016,Markham,restaurants,grill express,7634 woodvine,
2016,Markham,restaurants,grotto noodle house,398 ferrier,
2016,Markham,restaurants,hai tang cafe & takeout,38 buttonfield rd,
2016,Markham,restaurants,hakka canadian cafe,7665 kennedy ,
2016,Markham,restaurants,halibut house fish & chip,3 wooten way n,
2016,Markham,restaurants,hanabi sushi,3235 hwy 7 e ,
2016,Markham,restaurants,hanson rest,3721 aurora rd,
2016,Markham,restaurants,harvey's rest,5284 hwy 7 w,
2016,Markham,restaurants,harvey's rest,9275 hwy 48,
2016,Markham,restaurants,harvey's rest,15 sandale ,
2016,Markham,restaurants,harvey's rest,3155 hwy 7 e,
2016,Markham,restaurants,ho garden chinese rest,9255 woodbine av,
2016,Markham,restaurants,hua xing bbq house,8360 kennedy rd,
2016,Markham,restaurants,il postino rest,186 main ,
2016,Markham,restaurants,ilpunji sushi house,8360 kennedy rd,
2016,Markham,restaurants,imperial deli,37 sandiford dr,
2016,Markham,restaurants,india 360,18 ringwood dr,indian
2016,Markham,restaurants,india's taste,680 denison,indian
2016,Markham,restaurants,ip ramen,90 christian ritter dr,
2016,Markham,restaurants,ithaca,296 main st,
2016,Markham,restaurants,ithaca,5308 hwy 7 e,
2016,Markham,restaurants,izakaya ju japanese rest,3160 steeles e,
2016,Markham,restaurants,j e japanese express,4300 steeles ave e,
2016,Markham,restaurants,jade lake seafood rest,7220 kennedy rd,
2016,Markham,restaurants,jades finest chinese food,18 ringwood dr,
2016,Markham,restaurants,jake's on main,202 main st ,
2016,Markham,restaurants,jamie express,4350 steeles av e,
2016,Markham,restaurants,java shop cafe,3760 14th av,
2016,Markham,restaurants,jimmy the greek,5000 highwy 7 e,
2016,Markham,restaurants,john anderson hambrugers,3780 14th av,
2016,Markham,restaurants,johnny bistro,5 washington,
2016,Markham,restaurants,jungle cafe,3229 hwy 7 e,
2016,Markham,restaurants,k & f kitchen,3229 hwy 7 e,
2016,Markham,restaurants,kaifengu fu noodle house,3229 highway 7 e,
2016,Markham,restaurants,kelsey's,3131 hwy 7,
2016,Markham,restaurants,kelsey's,7710 markham rd,
2016,Markham,restaurants,keungs delight,7020 warden av,
2016,Markham,restaurants,keung's rest,8380 kennedy rd,
2016,Markham,restaurants,kiu japanese rest,169 enterprise,
2016,Markham,restaurants,krispy's kajun chicken,4997 hwy 7 ,
2016,Markham,restaurants,la grotta on main italian rest,205 main st,
2016,Markham,restaurants,la jawab,16 0new delhi dr,
2016,Markham,restaurants,larry & franki rest,555 cochrane dr,
2016,Markham,restaurants,lee chuaha,36 tidewater,
2016,Markham,restaurants,lees wok,7665 kennedy rd,
2016,Markham,restaurants,lemon bistro,76 main st,
2016,Markham,restaurants,little bangkok thai cuisine,227 main st,
2016,Markham,restaurants,lous kouzina,9225 woodbine,
2016,Markham,restaurants,luxurban kitchen,8380 kennedy rd,
2016,Markham,restaurants,macdonald's rest,7630 markham rd,
2016,Markham,restaurants,mad in japan teriyaki,8555 woodbine,
2016,Markham,restaurants,magic wok cantonese cuisine ltd,4331 14th av,
2016,Markham,restaurants,maharaja vegetarian street food,6001 14th av,south asian
2016,Markham,restaurants,main sushi,144 main st n,
2016,Markham,restaurants,mains mansion,144 main st n,
2016,Markham,restaurants,maison du japon,7500 woodbine ave,
2016,Markham,restaurants,majic noodle,686 denison,
2016,Markham,restaurants,malaysia grill, 8 washington st,
2016,Markham,restaurants,markham classic cafe,2 fincham,
2016,Markham,restaurants,masala mahal,3255 hwy 7,south asian
2016,Markham,restaurants,mcdonalds rest,3760 hwy 7,
2016,Markham,restaurants,mcdonalds rest,5000 hwy 7,
2016,Markham,restaurants,mcdonalds rest,28 sandiford dr,
2016,Markham,restaurants,mcdonalds rest,9291 hwy 48,
2016,Markham,restaurants,mcdonalds rest,7600 kenneyd,
2016,Markham,restaurants,me va me kitchen express,169 enterprise,
2016,Markham,restaurants,mei nung,3229 hwy 7 e,
2016,Markham,restaurants,mi-ne japanese rest,8865 woodbine,
2016,Markham,restaurants,milestones markham,3760 hwy 7 e,
2016,Markham,restaurants,miu garden,4390 steeles e,
2016,Markham,restaurants,montana's,2890 major mackenzie dr e,
2016,Markham,restaurants,mother goose burgers and ice crean,280 main st,
2016,Markham,restaurants,mumbai sapphire dining & banquet,7850 woodbine av,indian
2016,Markham,restaurants,nak won,8362 kennedy rd,
2016,Markham,restaurants,nando's flame grilled chicken,7677 markham,
2016,Markham,restaurants,nigril baked goods,2002 middlefield rd,
2016,Markham,restaurants,nks banquet inc,8360 kennedy rd,
2016,Markham,restaurants,noble rest,4500 steeles e,
2016,Markham,restaurants,nonnas original italian,9275 markham rd,
2016,Markham,restaurants,nnoodle star,9255 woodbine,
2016,Markham,restaurants,old country inn rest,198 main,
2016,Markham,restaurants,olde village bistro,4430 hwy 7 e,
2016,Markham,restaurants,owl & firkin,7181 woodbine,
2016,Markham,restaurants,panera breat,3987 hwy 7 ,
2016,Markham,restaurants,panza pena trattoria,820 denison,
2016,Markham,restaurants,peaktop,3235 hwy 7 e,
2016,Markham,restaurants,peters fine dining,5701 hwy 7,
2016,Markham,restaurants,pho king vietnamese cisine,3636 steeles e,
2016,Markham,restaurants,pho ninty nine,8525 mccowan rd,
2016,Markham,restaurants,pho pad thai,20 apple creek,
2016,Markham,restaurants,pho quinn authentic vietnamese cuisine,5284 hwy 7 e,
2016,Markham,restaurants,pho viet rest,7010 warden,
2016,Markham,restaurants,phoenix noodle house,4350 steeles ave e,
2016,Markham,restaurants,phoenix rest,1 raymerville dr,
2016,Markham,restaurants,phoenix rest,7155 woodbine,
2016,Markham,restaurants,pickle barrel support centre,110 denison,
2016,Markham,restaurants,pine tree garden,10 bur oak av,
2016,Markham,restaurants,pizza hut,5071 hwy 7 e,
2016,Markham,restaurants,platform 2 rest,7354 woodbine av,
2016,Markham,restaurants,portavia,8370 woobine,
2016,Markham,restaurants,pricle barrel rest,110 denison,
2016,Markham,restaurants,quizno's subs,4981 hwy 7,
2016,Markham,restaurants,quizno's subs,7333 woodbine ,
2016,Markham,restaurants,rasoee the indian kitchen,4400 hwy 7,indian
2016,Markham,restaurants,red lobster rest,7291 yonge,
2016,Markham,restaurants,red lobster rest,3252 sheppard av e,
2016,Markham,restaurants,richmond court rest inc,539 cur oak,
2016,Markham,restaurants,riviera cafe,60 riviera dr,
2016,Markham,restaurants,royal teahouse,10 apple creek,
2016,Markham,restaurants,st louis bar & grill,3621 hwy 7 e ,
2016,Markham,restaurants,sam's congee delight,4390 steeles av e ,
2016,Markham,restaurants,select sandwich,505 hood,
2016,Markham,restaurants,sgt pepper's pub & grill,5689 hwy 7,
2016,Markham,restaurants,shanghai court,8360 kennedy rd,
2016,Markham,restaurants,shanghai river spring rest,4300 steeles e,
2016,Markham,restaurants,shawarma stop,3150 hwy 7 e,
2016,Markham,restaurants,shiso tree cafe,3160 steeles av e,
2016,Markham,restaurants,shopsy's deli & rest,96 richmond w,
2016,Markham,restaurants,skyview fusion cuisine,8261 woodvine ,
2016,Markham,restaurants,small rooms steak & seafood house,1181 finch w,
2016,Markham,restaurants,smart cook inc,50 bur oak av,
2016,Markham,restaurants,smash kitchen,4261 highway 7 e,
2016,Markham,restaurants,sogong-dong tofu house,3229 hwy 7 ,
2016,Markham,restaurants,sonoya ramen,3235 hwy 7 e,
2016,Markham,restaurants,south st burger,169 enterprise,
2016,Markham,restaurants,south st burger co,7355 woodbine,
2016,Markham,restaurants,spicy pizza and wings,7200 markham,
2016,Markham,restaurants,stakeout dining room,5402 main,
2016,Markham,restaurants,stars of thai cuisine,3150 hwy 7 e,
2016,Markham,restaurants,sugar blue,2800 john,
2016,Markham,restaurants,sunlight snack,8360 kennedy rd,
2016,Markham,restaurants,sunrise grill,11087 victoria square bl,
2016,Markham,restaurants,sun's kitchen ltd,4300 steeles e,
2016,Markham,restaurants,sushi tomato,3636 steeles e,
2016,Markham,restaurants,sushi 8=eight inc,4568 hwy 7,
2016,Markham,restaurants,sweet culture,8392 kennedy rd,
2016,Markham,restaurants,swiss chalet rotisserie & grill,5070 hwy 7,
2016,Markham,restaurants,swiss chalet rotisserie & grill,725 markland st,
2016,Markham,restaurants,swiss chalet rotisserie & grill,7359 woodbine,
2016,Markham,restaurants,swiss chalet rotisserie & grill,7750 markham,
2016,Markham,restaurants,symposium cafe,9990 kennedy rd,
2016,Markham,restaurants,symposium cafe,5887 main,
2016,Markham,restaurants,tai ping hsiang bbq,3636 steeles e,
2016,Markham,restaurants,tang dynasty best food inc,8360 kennedy rd,
2016,Markham,restaurants,tangerine asian cuisine,7690 markham rd,
2016,Markham,restaurants,tangerine express,7393 markham,
2016,Markham,restaurants,tao canteen,1250 castlemore av,
2016,Markham,restaurants,tasty house,4350 steeles e,
2016,Markham,restaurants,tasty shawarma & kabob,7677 markham,
2016,Markham,restaurants,tastyhouse markham,3255 hwy 7 e,
2016,Markham,restaurants,ten 2 3 karaoke ,3100 steeles av e,
2016,Markham,restaurants,tex mex burritos,10 fincham,
2016,Markham,restaurants,thai express,5000 hwy 7,
2016,Markham,restaurants,thai one on,7750 kennedy rd,
2016,Markham,restaurants,the bombay grill,5694 hwy 7 ,indian
2016,Markham,restaurants,the bowl kee rest,8360 kennedy rd,
2016,Markham,restaurants,the kings landing bar and grill,5946 main st,
2016,Markham,restaurants,the lion of stouffville,5917 main,
2016,Markham,restaurants,the red sichual cuisine,5328 highway 7 e,
2016,Markham,restaurants,the school,4121 14th av,
2016,Markham,restaurants,tianjin fine food,3255 hwy 7 e,
2016,Markham,restaurants,tim horton's,12332 woodbine,
2016,Markham,restaurants,tokyo sushi,8366 woodbine,
2016,Markham,restaurants,tom's rest,226 esna park dr,
2016,Markham,restaurants,too hot hotpot,11 fairburn dr,
2016,Markham,restaurants,top choice rest,8362 kennedy r,
2016,Markham,restaurants,topman express,10 fincham av,
2016,Markham,restaurants,tracy's desserts,3235 hwy 7 e,
2016,Markham,restaurants,uncle joes,124 main st n,
2016,Markham,restaurants,unionville arms pub,189 main,
2016,Markham,restaurants,villa cafe,180 bullock dr,
2016,Markham,restaurants,vince bbq,1661 denison,
2016,Markham,restaurants,vip vietnamese rest,3229 hwy 7 e,
2016,Markham,restaurants,wei kitchen,3255 hwy 7 e,
2016,Markham,restaurants,wendy's rest,8801 woodbine,
2016,Markham,restaurants,wild wing,9408 hwy 48,
2016,Markham,restaurants,wild wing,15 ringwood dr,
2016,Markham,restaurants,wild wing,70 copper creek dr,
2016,Markham,restaurants,wins seafood,50 lockridge av,
2016,Markham,restaurants,wonton time,4392 steeles av e,
2016,Markham,restaurants,wow wing house,50 new delhi dr,
2016,Markham,restaurants,xin jiang rest,3636 steeles e,
2016,Markham,restaurants,yang's sushi bar,4261 hwy 7 e,
2016,Markham,restaurants,yan's wok,3235 hwy 7 e,
2016,Markham,restaurants,yao chang gan,10 apple creek,
2016,Markham,restaurants,yellowtail japanese cuisine,9255 woodbine av,
2016,Markham,restaurants,yogen fruz,210 shileds crt,
2016,Markham,restaurants,yokohama japanese cuisine,7050 warden,
2016,Markham,restaurants,yummy grill,60 columbia way,
2016,Markham,restaurants,yummy pho,11 fairburn dr,
2016,Markham,restaurants,234292 ontario inc,5261 bwy 7e,
2016,Markham,restaurants,2421553 ontarion inc,100 mcpherson,
2016,Markham,restaurants,2442923 ontarion inc,3636 steeles av e,
2016,Markham,restaurants,369 shanghai dim sum,8380 kennedy rd,
2016,Markham,restaurants,5 starys biryani,30 new delhi dr,south asian
2016,Markham,restaurants,88=eighteight korean cuisine,3636 steeles e,
2016,Markham,restaurants,8528616 canada inc,7077 kennedy rd,
