Year,City,YP_Section,Name,Address,Cuisine
1996,Markham,restaurants,ristorante il giardino,15 wertheim crt,
1996,Markham,restaurants,riva rest & wine bar,548 carlton,
1996,Markham,restaurants,rock lobster seafood pasta reset,346 main st n,
1996,Markham,restaurants,romantic rest,4372 steeles e,
1996,Markham,restaurants,roti hut,351 pitfield,ethnic
1996,Markham,restaurants,royal bar-b-q,8362 kennedy,
1996,Markham,restaurants,sai kung vietnamese seafood rest,8362 kennedy,
1996,Markham,restaurants,saigon cafe,8380 kennedy,
1996,Markham,restaurants,st thomas st rest,140 york bl,
1996,Markham,restaurants,sam's congee delight,4390 steeles e,
1996,Markham,restaurants,sandwich station inc,2 fincham av,
1996,Markham,restaurants,santorini grill,288 john,
1996,Markham,restaurants,santo's intalian cuisine,10 royal orchard,
1996,Markham,restaurants,santo's place,3330 lawrence av e,
1996,Markham,restaurants,sarinah rest in,5694 hwy 7,
1996,Markham,restaurants,saucy skillet the,5308 hwy 7,
1996,Markham,restaurants,scaramouche rest pasta bar & grill,1 benvenuto pl,
1996,Markham,restaurants,school fine dining the,4121 fourteenth,
1996,Markham,restaurants,scott house,520 progress,
1996,Markham,restaurants,seagull seafood rest,124 main st,
1996,Markham,restaurants,segovia rest,5 st nicholas,
1996,Markham,restaurants,select sandwich,505 hood,
1996,Markham,restaurants,select sandwich,60 columbia way,
1996,Markham,restaurants,shark city bar & grill,117 eglinton e,
1996,Markham,restaurants,sierra subs,9275 hwy 48,
1996,Markham,restaurants,16th ave eatery,9275 hwy 48,
1996,Markham,restaurants,small rooms steak & lobster house,1181 finch w,
1996,Markham,restaurants,smokin' crow,20 milner buisness court,
1996,Markham,restaurants,sonny langer[s vegetarian dairy rest & catering,180 steeles w,
1996,Markham,restaurants,spartans rest & sports bar,4724 jane,
1996,Markham,restaurants,speedy burgers,7634 woodbine,
1996,Markham,restaurants,springwaters family rest,markville shopping centre,
1996,Markham,restaurants,stanley's fine cuisine,7170 warden,
1996,Markham,restaurants,station pizza parlour & spaghetti house,227 main st,
1996,Markham,restaurants,steerburger,5927 main,
1996,Markham,restaurants,stouffville fish & chips & seafood,5758 main,
1996,Markham,restaurants,stouffville jumbo burger,6242 main st,
1996,Markham,restaurants,subway ,4361 hwy 7,
1996,Markham,restaurants,subway ,6605 hwy 7,
1996,Markham,restaurants,subway ,5812 main,
1996,Markham,restaurants,subway ,woodbine & shields crt,
1996,Markham,restaurants,summerfields cafe & brasserie,stc,
1996,Markham,restaurants,sunset grill rest,11087 woodbine av,
1996,Markham,restaurants,super sandwich & catering,825 denison,
1996,Markham,restaurants,sweet culture inc,8392 kennedy,
1996,Markham,restaurants,sweet heart cafe,4580 hwy 7,
1996,Markham,restaurants,swiss chalet chicken & ribs,5284 hwy 7,
1996,Markham,restaurants,swiss chalet chicken & ribs,7240 woodbine,
1996,Markham,restaurants,swiss chalet chicken & ribs,1661 denison,
1996,Markham,restaurants,szegad hungarian rest,6061 hwy 7,
1996,Markham,restaurants,tamaya grill house & pub,5308 hwy 7,
1996,Markham,restaurants,tasty house,4350 steeles e,
1996,Markham,restaurants,the town crier rest,6298 main st,
1996,Markham,restaurants,369 shanghai dim sum,8380 kennedy,
1996,Markham,restaurants,timber creek lodge,5328 hwy 7,
1996,Markham,restaurants,timothy's steakhouse,17035 yonge,
1996,Markham,restaurants,tom jones steakhouse & seafood,17 leader ln,
1996,Markham,restaurants,tony roma's a place for ribs,10 carlson,
1996,Markham,restaurants,topiary's steak & seafood,3215 derry rd e,
1996,Markham,restaurants,town & country buffet rest,3160 steeles e,
1996,Markham,restaurants,town & country buffet rest,190 queens quay e,
1996,Markham,restaurants,town & country buffet rest,5165 dixie rd,
1996,Markham,restaurants,towne rest,6146 main,
1996,Markham,restaurants,two roses italian rest,7780 woodbine,
1996,Markham,restaurants,unionville arms pub & grill,189 main st,
1996,Markham,restaurants,unionville house rest,187 main st,
1996,Markham,restaurants,venus in markham rest,96 main st n,
1996,Markham,restaurants,vicoletto cafe,441 hwy 7,
1996,Markham,restaurants,viet-fu rest,4568 hwy 7,
1996,Markham,restaurants,village burger,4430 hwy 7,
1996,Markham,restaurants,waiting room cafe the,377 church,
1996,Markham,restaurants,wally b world,16655 yonge,
1996,Markham,restaurants,windjammer sea food,markham shopping centre,
1996,Markham,restaurants,wok & chopsticks noodles & dumpling house rest,4390 steeles e,
1996,Markham,restaurants,yamato japanese rest,18 bellaiv,
1996,Markham,restaurants,you and i rest,8920 woodbine,
1996,Markham,restaurants,your super burger,1661 denison,
1996,Markham,restaurants,yummy refills,4350 steeles e,
1996,Markham,restaurants,yummy-yummy rest,7380 mccowan,
